LEXEME	REPLACEMENT	COMMENT
˨˦ nī ˨˦ tā	nī˨˦tā˨˦	swap tones
˩˨ nä ˦˥ tā	nä˩˨tā˦˥	swap tones
˦˨ dān ˧ tī	dān˦˨tī˧	swap tones
˦˨ t’àn ˧ tī	t’àn˦˨tī˧	swap tones
˦ maụ ˥˦ yeñ ˦˨ ạ̄	maụ˦yeñ˥˦ạ̄˦˨	swap tones
˨˩ māy ˦˥ dàñ	māy˨˩dàñ˦˥	swap tones
˧ na = dō ˨ lå	dō=na˧lå˨	swap tones
˧ na ˧ dō = lå	na˧lå=dō˧	swap tones
˦ ˦˨ kāǒ ˦ chʸeṅ ˦ ˦˨ ndau	kāǒ˦˦˨chʸeṅ˦ndau˦˦˨	swap tones
˨˩ māy ˦˥ bop	māy˨˩bop˦˥	swap tones
˨˩ māy ˦˥ bo	māy˨˩bo˦˥	swap tones
˦˨ ñⁱ ˨˦ dä	ñⁱ˦˨dä˨˦	swap tones
˦˨ ni da° (˦˨ ša)	da°ni˦˨	swap tones
˦˨ ni dä° ˦˨ to	dä°ni˦˨to˦˨	swap tones
= nū ˦ tīᵃ ˧ lå	nū=tīᵃ˦lå˧	swap tones
˧ nàṅ ˨˩ tàṅ ˧ mā	nàṅ˧tàṅ˨˩mā˧	swap tones
˧ nin yaiᵏ ˧ tä	yaiᵏnin˧tä˧	swap tones
˦ t’ā ˨˦ tā	t’ā˦tā˨˦	swap tones
˩˨ k’ui ˦˥ tā	k’ui˩˨tā˦˥	swap tones
˨˦ k’au ˧ tī	k’au˨˦tī˧	swap tones
˦ màn ˥˦ yeñ ˦˨ ạ̄	màn˦yeñ˥˦ạ̄˦˨	swap tones
˦˥ no ˦˥ dàñ	no˦˥dàñ˦˥	swap tones
˧ a ˨ we = dō ˨ lå	a˧dō=we˨lå˨	swap tones
˧ a ˧ wä ˧ dō = lå	a˧wä˧lå=dō˧	swap tones
˦ nü ˦ chʸeṅ ˦ ˦˨ ndau	nü˦chʸeṅ˦ndau˦˦˨	swap tones
˨˩ nān ˦˥ bop	nān˨˩bop˦˥	swap tones
˨˩ nin ˦˥ bo	nin˨˩bo˦˥	swap tones
˦ k’e ˨˦ dä	k’e˦dä˨˦	swap tones
˨ kö du° (˦˨ ša)	du°kö˨	swap tones
˨ ya dä° ˦˨ to	dä°ya˨to˦˨	swap tones
˦ yī ˦ tīᵃ ˧ lå	yī˦tīᵃ˦lå˧	swap tones
˧ hiṅ ˨˩ tàṅ ˧ mā	hiṅ˧tàṅ˨˩mā˧	swap tones
˧ θu yaiᵏ ˧ tä	yaiᵏθu˧tä˧	swap tones
˧ (a)tiy (termination)	tiy˧	swap tones
˥˦ ō mārdā-e	mārdā-eō˥˦	swap tones
˨˦ wå ˨ man ˨˦ tā	wå˨˦man˨tā˨˦	swap tones
˩˨ ṅå ˨˩ tä ˦˥ tā	ṅå˩˨tä˨˩tā˦˥	swap tones
˧ rau ˧ tī	rau˧tī˧	swap tones
˧ hau ˥˦ yeñ ˦˨ ạ̄	hau˧yeñ˥˦ạ̄˦˨	swap tones
˧ tà ˦˥ dàñ	tà˧dàñ˦˥	swap tones
˧ pa = dō ˨ lå	dō=pa˧lå˨	swap tones
˧ pa ˧ dō = lå	pa˧lå=dō˧	swap tones
˦ ˦˨ pē ˦ chʸeṅ ˦ ˦˨ ndau	pē˦˦˨chʸeṅ˦ndau˦˦˨	swap tones
˨˦ ya ˨˦ bu ˦˥ bop	ya˨˦bu˨˦bop˦˥	swap tones
˨˦ ya ˦˥ bua ˦˥ bo	ya˨˦bua˦˥bo˦˥	swap tones
˨˦ a ˦ se dä	a˨˦däse˦	swap tones
a° ˨ sö då (˦˨ ša)	a°dåsö˨	swap tones
˦˨ ño vä° dä° ˦˨ to	dä°vä°ño˦˨to˦˨	swap tones
= ṅwà ˨ nū ˦ tīᵃ ˧ lå	ṅwà=nū˨tīᵃ˦lå˧	swap tones
˨˩ mā ˧ le ˨˩ tàṅ ˧ mā	mā˨˩le˧tàṅ˨˩mā˧	swap tones
˧ ṅā ˥˦ do° yaiᵏ ˥˦ tyà° ˧ dä	ṅā˧yaiᵏdo°˥˦tyà°˥˦dä˧	swap tones
˨˦ nī ˨ man ˨˦ tā	nī˨˦man˨tā˨˦	swap tones
˩˨ nä ˨˩ tä ˦˥ tā	nä˩˨tä˨˩tā˦˥	swap tones
˨˦ s’ū ˥˦ yeñ ˦˨ ạ̄	s’ū˨˦yeñ˥˦ạ̄˦˨	swap tones
˧ bày ˦˥ dàñ	bày˧dàñ˦˥	swap tones
˧ na = θī = dō ˨ lå	dō=θī=na˧lå˨	swap tones
˧ tü ˧ dō = lå	tü˧lå=dō˧	swap tones
˦ ˦˨ mē ˦ chʸeṅ ˦ ˦˨ ndau	mē˦˦˨chʸeṅ˦ndau˦˦˨	swap tones
˨˩ ñāu ˦˥ bop	ñāu˨˩bop˦˥	swap tones
˨˩ māy ˦˥ bua ˦˥ bo	māy˨˩bua˦˥bo˦˥	swap tones
˨˦ na ˨˦ dä	na˨˦dä˨˦	swap tones
˨ na hi° da° (˦˨ ša)	da°hi°na˨	swap tones
˦˨ ña vä° dä° ˦˨ to	dä°vä°ña˦˨to˦˨	swap tones
= nū ˨ wà ˦ tīᵃ ˧ lå	nū=wà˨tīᵃ˦lå˧	swap tones
ha ˧ neṅ ˨˩ tàṅ ˧ mā	haneṅ˧tàṅ˨˩mā˧	swap tones
˧ nin ˥˦ do° yaiᵏ ˥˦ tyà° ˧ dä	nin˧yaiᵏdo°˥˦tyà°˥˦dä˧	swap tones
˧ (a)ta (termination)	ta˧	swap tones
˦ t’ā ˨ man ˨˦ tā	t’ā˦man˨tā˨˦	swap tones
˩˨ k’ui ˨˩ tä ˦˥ tā	k’ui˩˨tä˨˩tā˦˥	swap tones
˨˦ k’au ˨ tī	k’au˨˦tī˨	swap tones
˨˦ k’au ˥˦ yeñ ˦˨ ạ̄	k’au˨˦yeñ˥˦ạ̄˦˨	swap tones
˦˥ chuṅ ˦˥ no ˦˥ dàñ	chuṅ˦˥no˦˥dàñ˦˥	swap tones
˧ a ˨ wē = θī = dō ˨ lå	a˧dō=θī=wē˨lå˨	swap tones
˧ a ˦ wä ˥˦ θī ˧ dō = lå	a˧wä˦θī˥˦lå=dō˧	swap tones
˦ mbāǒ ˦ chʸeṅ ˦ ˦˨ ndau	mbāǒ˦chʸeṅ˦ndau˦˦˨	swap tones
˨˩ nān ˨˦ tsi ˦˥ bop	nān˨˩tsi˨˦bop˦˥	swap tones
˨˩ nin ˦˥ bua ˦˥ bo	nin˨˩bua˦˥bo˦˥	swap tones
˦ k’e ˨˦ še ˨˦ dä	k’e˦še˨˦dä˨˦	swap tones
˨ kö hi° da° (˦˨ ša)	da°hi°kö˨	swap tones
˨ ya vä° dä° ˦˨ to	dä°vä°ya˨to˦˨	swap tones
˦ yī ˨ wà ˦ tīᵃ ˧ lå	yī˦wà˨tīᵃ˦lå˧	swap tones
˧ θu ˥˦ do° yaiᵏ ˥˦ tyà° ˧ dä	θu˧yaiᵏdo°˥˦tyà°˥˦dä˧	swap tones
˥˦ ō mārde-ne	mārde-neō˥˦	swap tones
˨˦ wå ˨˦ tā ˨˦ lyau	wå˨˦tā˨˦lyau˨˦	swap tones
˩˧ ṅå ˦˥ tā ˦˥ chå	ṅå˩˧tā˦˥chå˦˥	swap tones
˨˦ ch’àn ˦˨ tai ˧ tī	ch’àn˨˦tai˦˨tī˧	swap tones
˨˦ ch’àn ˦˨ dai ˧ tī	ch’àn˨˦dai˦˨tī˧	swap tones
˨˦ kau ˥˦ yeñ ˥˦ yau	kau˨˦yeñ˥˦yau˥˦	swap tones
˧ tōi ˨˦ ˦˨ dà ˦˥ dàñ	tōi˧dà˨˦˦˨dàñ˦˥	swap tones
˧ ya = dō ˦ yū	dō=ya˧yū˦	swap tones
˦˥ kō ˦ ˦˨ ndau ˩˨ löǚ	kō˦˥ndau˦˦˨löǚ˩˨	swap tones
˨˦ ya ˦˥ bop ˨ yu	ya˨˦bop˦˥yu˨	swap tones
˨˦ ya ˦˥ bo ˨˦ liēu	ya˨˦bo˦˥liēu˨˦	swap tones
˦˨ ṅa ˨˦ dä ˦˨ ra	ṅa˦˨dä˨˦ra˦˨	swap tones
˦˨ go da° (˦˨ ho)	da°go˦˨	swap tones
˦˨ ṅo dä° ˦˨ ya	dä°ṅo˦˨ya˦˨	swap tones
= ṅwà ˦ tī ˧ lå	ṅwà=tī˦lå˧	swap tones
˨˦ nī ˨˦ tā ˨˦ lyau	nī˨˦tā˨˦lyau˨˦	swap tones
˩˨ nä ˦˥ tā ˦˥ chå	nä˩˨tā˦˥chå˦˥	swap tones
˦˨ dān ˦˨ tai ˧ tī	dān˦˨tai˦˨tī˧	swap tones
˦˨ t’àn ˦˨ dai ˧ tī	t’àn˦˨dai˦˨tī˧	swap tones
˦ maụ ˥˦ yeñ ˥˦ yau	maụ˦yeñ˥˦yau˥˦	swap tones
˨˩ māy ˨˦ ˦˨ dà ˦˥ dàñ	māy˨˩dà˨˦˦˨dàñ˦˥	swap tones
˧ na = dō ˦ yū	dō=na˧yū˦	swap tones
˦ ˦˨ kāo ˦ ˦˨ ndau	kāo˦˦˨ndau˦˦˨	swap tones
˨˩ māy ˦˥ bop ˨ yu	māy˨˩bop˦˥yu˨	swap tones
˨˩ māy ˦˥ bo ˨˦ liēu	māy˨˩bo˦˥liēu˨˦	swap tones
˦˨ ñⁱ ˨˦ dä ˦˨ ra	ñⁱ˦˨dä˨˦ra˦˨	swap tones
˦˨ ni da° (˦˨ ho)	da°ni˦˨	swap tones
˦˨ ñi dä° ˦˨ ya	dä°ñi˦˨ya˦˨	swap tones
= nū ˦ tī ˧ lå	nū=tī˦lå˧	swap tones
˦ t’ā ˨˦ tā ˨˦ lyau	t’ā˦tā˨˦lyau˨˦	swap tones
˩˨ k’ui ˦˥ tā ˦˥ chå	k’ui˩˨tā˦˥chå˦˥	swap tones
˨˦ k’au ˦˨ tai ˧ tī	k’au˨˦tai˦˨tī˧	swap tones
˨˦ k’au ˦˨ dai ˧ tī	k’au˨˦dai˦˨tī˧	swap tones
˦ màn ˥˦ yeñ ˥˦ yau	màn˦yeñ˥˦yau˥˦	swap tones
˦˥ no ˨˦ ˦˨ dà ˦˥ dàñ	no˦˥dà˨˦˦˨dàñ˦˥	swap tones
˧ a ˨ wē = dō ˦ yū	a˧dō=wē˨yū˦	swap tones
˦ nü ˦ ˦˨ ndau ˩˨ löǚ	nü˦ndau˦˦˨löǚ˩˨	swap tones
˨˩ nān ˦˥ bop ˨ yu	nān˨˩bop˦˥yu˨	swap tones
˨˩ nin ˦˥ bo ˨˦ liēu	nin˨˩bo˦˥liēu˨˦	swap tones
˦ k’e ˨˦ dä ˦˨ ra	k’e˦dä˨˦ra˦˨	swap tones
˨ kö da° (˦˨ ho)	da°kö˨	swap tones
˨ ya dä° ˦˨ ya	dä°ya˨ya˦˨	swap tones
˦ yī ˦ tī ˧ lå	yī˦tī˦lå˧	swap tones
˨˦ wå ˨ man ˨˦ tā ˨˦ lyau	wå˨˦man˨tā˨˦lyau˨˦	swap tones
˩˨ ṅå ˨˩ tä ˦˥ tā ˦˥ chå	ṅå˩˨tä˨˩tā˦˥chå˦˥	swap tones
˧ rau ˦˨ tai ˧ tī	rau˧tai˦˨tī˧	swap tones
˧ rau ˦˨ dai ˧ tī	rau˧dai˦˨tī˧	swap tones
˦ hau ˥˦ yeñ ˥˦ yau	hau˦yeñ˥˦yau˥˦	swap tones
˧ à ˨˦ ˦˨ dà ˦˥ dàñ	à˧dà˨˦˦˨dàñ˦˥	swap tones
˧ pa = dō ˦ yū	dō=pa˧yū˦	swap tones
˦ ˦˨ pē ˦ ˦˨ ndau ˩˨ löǚ	pē˦˦˨ndau˦˦˨löǚ˩˨	swap tones
˨˦ ya ˨˦ bu ˦˥ bop ˨ yu	ya˨˦bu˨˦bop˦˥yu˨	swap tones
˨˦ ya ˦˥ bua ˦˥ bo ˨˦ liēu	ya˨˦bua˦˥bo˦˥liēu˨˦	swap tones
˨˦ a ˦ se ˨˦ dä ˦˨ ra	a˨˦se˦dä˨˦ra˦˨	swap tones
a° ˨ sö da° (˦˨ ho)	a°da°sö˨	swap tones
˦˨ ño vä° dä° ˦˨ ya	dä°vä°ño˦˨ya˦˨	swap tones
= ṅwà ˨ nū ˦ tī ˧ lå	ṅwà=nū˨tī˦lå˧	swap tones
˨˦ nī ˧ man ˨˦ tā ˨˦ lyau	nī˨˦man˧tā˨˦lyau˨˦	swap tones
˩˨ nä ˨˩ tä ˦˥ tā ˦˥ chå	nä˩˨tä˨˩tā˦˥chå˦˥	swap tones
˨˦ s’ū ˥˦ yeñ ˥˦ yau	s’ū˨˦yeñ˥˦yau˥˦	swap tones
˧ bày ˨˦ ˦˨ dà ˦˥ dàñ	bày˧dà˨˦˦˨dàñ˦˥	swap tones
˧ na = θī = dō ˦ yū	dō=θī=na˧yū˦	swap tones
˦ ˦˨ mē ˦ ˦˨ ndau ˩˨ löǚ	mē˦˦˨ndau˦˦˨löǚ˩˨	swap tones
˨˩ ñāu ˦˥ bop ˨ yu	ñāu˨˩bop˦˥yu˨	swap tones
˨˩ māy ˦˥ bua ˦˥ bo ˨˦ liēu	māy˨˩bua˦˥bo˦˥liēu˨˦	swap tones
˨˦ na ˨˦ dä ˦˨ ra	na˨˦dä˨˦ra˦˨	swap tones
˨ na hi° da° (˦˨ ho)	da°hi°na˨	swap tones
˦˨ ña vä° dä° ˦˨ ya	dä°vä°ña˦˨ya˦˨	swap tones
= nū ˨ wà ˦ tī ˧ lå	nū=wà˨tī˦lå˧	swap tones
˦ t’ā ˨ man ˨˦ tā ˨˦ lyau	t’ā˦man˨tā˨˦lyau˨˦	swap tones
˩˨ k’ui ˨˩ tä ˦˥ tā ˦˥ chå	k’ui˩˨tä˨˩tā˦˥chå˦˥	swap tones
˨˦ k’au ˦˨ dai ˧tī	k’au˨˦dai˦˨˧tī	swap tones
˨˦ k’au ˥˦ yeñ ˥˦ yau	k’au˨˦yeñ˥˦yau˥˦	swap tones
˦˥ chuṅ ˦˥ no ˨˦ ˦˨ dà ˦˥ dàñ	chuṅ˦˥no˦˥dà˨˦˦˨dàñ˦˥	swap tones
˧ a ˨ wē = θī = dō ˦ yū	a˧dō=θī=wē˨yū˦	swap tones
˦ mbāǒ ˦ ˦˨ ndau ˩˧ löǚ	mbāǒ˦ndau˦˦˨löǚ˩˧	swap tones
˨˩ nān ˨˦ tsi ˦˥ bop ˨ yu	nān˨˩tsi˨˦bop˦˥yu˨	swap tones
˨˩ nin ˦˥ bua ˦˥ bo ˨˦ liēu	nin˨˩bua˦˥bo˦˥liēu˨˦	swap tones
˦ k’e ˨˦ še ˨˦ dä ˦˨ ra	k’e˦še˨˦dä˨˦ra˦˨	swap tones
˨ kö hi° da° (˦˨ ho)	da°hi°kö˨	swap tones
˨ ya vä° dä° ˦˨ ya	dä°vä°ya˨ya˦˨	swap tones
˦ yi ˨ wà ˦ tī ˧ lå	yi˦wà˨tī˦lå˧	swap tones
˥˦ ōnā̃ (or ˥˦ ōnnā̃) mārěā	mārěāōnā̃˥˦	swap tones
˨˦ wå ˦˨ yau ˨˦ tā	wå˨˦yau˦˨tā˨˦	swap tones
˩˨ ṅå ˦ tsöṅ ˨ loi ˦˥ tā	ṅå˩˨tsöṅ˦loi˨tā˦˥	swap tones
˨˦ ch’àn ˨ chǎ ˧ tī	ch’àn˨˦chǎ˨tī˧	swap tones
˨˦ kau ˦ tàk ˥˦ yeñ ˦˨ ạ̄	kau˨˦tàk˦yeñ˥˦ạ̄˦˨	swap tones
˧ tōi ˨˦ ˦˨ se ˦˥ dàñ	tōi˧se˨˦˦˨dàñ˦˥	swap tones
˧ ya ˧ ka = dō ˨ lå	ya˧dō=ka˧lå˨	swap tones
˧ ya ˧ ka ˧ dō	ya˧ka˧dō˧	swap tones
˦˥ kō ˦ chʸa ˦ ˦˨ ndau	kō˦˥chʸa˦ndau˦˦˨	swap tones
˨˦ ya ˨˦ kai ˦˥ bop	ya˨˦kai˨˦bop˦˥	swap tones
˨˦ ya ˨˦ ōi ˦˥ bo	ya˨˦ōi˨˦bo˦˥	swap tones
˦˨ ṅa ˨˦ dä ˧ ñⁱ ˦˨ di	ṅa˦˨dä˨˦ñⁱ˧di˦˨	swap tones
˦˨ go da° (˦˨ tya)	da°go˦˨	swap tones
˦˨ ṅo dä° ˦˨ bä	dä°ṅo˦˨bä˦˨	swap tones
= nwà ˦ tīᵃ ˧ lå	nwà=tīᵃ˦lå˧	swap tones
˧ nā ˨˩ tàṅ ˧ gū	nā˧tàṅ˨˩gū˧	swap tones
˧ ṅā yaiᵏ ˧ mä	yaiᵏṅā˧mä˧	swap tones
˨˦ nī ˦˨ yau ˨˦ tā	nī˨˦yau˦˨tā˨˦	swap tones
˩˨ nä ˦ tsöṅ ˨ loi ˦˥ tā	nä˩˨tsöṅ˦loi˨tā˦˥	swap tones
˦˨ dãn ˨ chǎ ˧ tī	dãn˦˨chǎ˨tī˧	swap tones
˦˨ t’àn ˨ chǎ ˧ tī	t’àn˦˨chǎ˨tī˧	swap tones
˦ maụ ˦ tàk ˥˦ yeñ ˦˨ ạ̄	maụ˦tàk˦yeñ˥˦ạ̄˦˨	swap tones
˨˩ māy ˨˦ ˦˨ se ˦˥ dàñ	māy˨˩se˨˦˦˨dàñ˦˥	swap tones
˧ na ˧ ka = dō ˨ lå	na˧dō=ka˧lå˨	swap tones
˧ na ˧ ka ˧ dō	na˧ka˧dō˧	swap tones
˦ ˦˨ kāǒ ˦ chʸa ˦ ˦˨ ndau	kāǒ˦˦˨chʸa˦ndau˦˦˨	swap tones
˨˩ māy ˨˦ kai ˦˥ bop	māy˨˩kai˨˦bop˦˥	swap tones
˨˩ māy ˨˦ ōi ˦˥ bo	māy˨˩ōi˨˦bo˦˥	swap tones
˦˨ ñⁱ ˨˦ dä ˧ ñⁱ ˦˨ di	ñⁱ˦˨dä˨˦ñⁱ˧di˦˨	swap tones
˦˨ ni da° (˦˨ tya)	da°ni˦˨	swap tones
˦˨ ñi dä° ˦˨ bä	dä°ñi˦˨bä˦˨	swap tones
˧ nàṅ ˨˩ tàṅ ˧ gū	nàṅ˧tàṅ˨˩gū˧	swap tones
˧ nin yaiᵏ ˧ mä	yaiᵏnin˧mä˧	swap tones
˦ t’ā ˦˨ yau ˨˦ tā	t’ā˦yau˦˨tā˨˦	swap tones
˩˨ k’ui ˦ tsöṅ ˨ loi ˦˥ tā	k’ui˩˨tsöṅ˦loi˨tā˦˥	swap tones
˨˦ k’au ˨ chǎ ˧ tī	k’au˨˦chǎ˨tī˧	swap tones
˨˦ k’au ˨ cha ˧ tī	k’au˨˦cha˨tī˧	swap tones
˦ màn ˦ tàk ˥˦ yeñ ˦˨ ạ̄	màn˦tàk˦yeñ˥˦ạ̄˦˨	swap tones
˦˥ no ˨˦ ˦˨ se ˦˥ dàñ	no˦˥se˨˦˦˨dàñ˦˥	swap tones
˧ a ˨ we ˧ ka = dō ˨ lå	a˧we˨dō=ka˧lå˨	swap tones
˧ a ˧ wä ˧ ka ˧ dō	a˧wä˧ka˧dō˧	swap tones
˦ nü ˦ chʸa ˦ ˦˨ ndau	nü˦chʸa˦ndau˦˦˨	swap tones
˨˩ nān ˨˦ kai ˦˥ bop	nān˨˩kai˨˦bop˦˥	swap tones
˨˩ nin ˨˦ ōi ˦˥ bo	nin˨˩ōi˨˦bo˦˥	swap tones
˦ k’e ˨˦ dä ˧ ñⁱ ˦˨ di	k’e˦dä˨˦ñⁱ˧di˦˨	swap tones
˨ kö da° (˦˨ tya)	da°kö˨	swap tones
˨ ya dä° ˦˨ bä	dä°ya˨bä˦˨	swap tones
˧ hiṅ ˨˩ tàṅ ˧ gū	hiṅ˧tàṅ˨˩gū˧	swap tones
˧ θu yaiᵏ ˧ mä	yaiᵏθu˧mä˧	swap tones
˥˦ ō māre-gā (or -dā)	māre-gāō˥˦	swap tones
˨˦ wå ˨ man ˦˨ yau ˨˦ tā	wå˨˦man˨yau˦˨tā˨˦	swap tones
˩˨ ṅå ˨˩ tä ˦ tsöṅ ˨ loi ˦˥ tā	ṅå˩˨tä˨˩tsöṅ˦loi˨tā˦˥	swap tones
˧ rau ˨ chǎ ˧ tī	rau˧chǎ˨tī˧	swap tones
˦ hau ˦ tàk ˦˨ yeñ ˦˨ ạ̄	hau˦tàk˦yeñ˦˨ạ̄˦˨	swap tones
˧ tà ˨˦ ˦˨ se ˦˥ dàñ	tà˧se˨˦˦˨dàñ˦˥	swap tones
˧ pa ˧ ka = dō ˨ lå	pa˧dō=ka˧lå˨	swap tones
˧ pa ˧ ka ˧ dō	pa˧ka˧dō˧	swap tones
˦ ˦˨ pē ˦ chʸa ˦ ˦˨ ndau	pē˦˦˨chʸa˦ndau˦˦˨	swap tones
˨˦ ya ˨˦ bu ˨˦ kai ˦˥ bop	ya˨˦bu˨˦kai˨˦bop˦˥	swap tones
˨˦ ya ˦˥ bua ˨˦ ōi ˦˥ bo	ya˨˦bua˦˥ōi˨˦bo˦˥	swap tones
˨˦ a ˦ se ˨˦ dä ˧ nⁱ ˦˨ di	a˨˦se˦dä˨˦nⁱ˧di˦˨	swap tones
å ˧ sö da° (˦˨ tya)	åda°sö˧	swap tones
˦˨ ño vä° dä° ˦˨ bä	dä°vä°ño˦˨bä˦˨	swap tones
˨˩ mā ˧ lē ˨˩ tàṅ ˧ gū	mā˨˩lē˧tàṅ˨˩gū˧	swap tones
˧ ṅā ˥˦ do° yaiᵏ ˥˦ tyà° ˧ mä	ṅā˧yaiᵏdo°˥˦tyà°˥˦mä˧	swap tones
˨˦ nī̇ ˨ man ˦˨ yau ˨˦ tā	nī˨˦man˨yau˦˨tā˨˦	swap tones
˩˨ nä ˨˩ tä ˦ tsöṅ ˨ loi ˦˥ tā	nä˩˨tä˨˩tsöṅ˦loi˨tā˦˥	swap tones
˦˨ dān ˨ chǎ ˧ tī	dān˦˨chǎ˨tī˧	swap tones
˨˦ s’ū ˦ tàk ˥˦ yeñ ˦˨ ạ̄	s’ū˨˦tàk˦yeñ˥˦ạ̄˦˨	swap tones
˧ bày ˨˦ ˦˨ se ˦˥ dàñ	bày˧se˨˦˦˨dàñ˦˥	swap tones
˧ na = θī ˧ ka = dō ˨ lå	θī=na˧dō=ka˧lå˨	swap tones
˧ θü ˧ ka ˧ dō	θü˧ka˧dō˧	swap tones
˦ ˦˨ mē ˦ chʸa ˦ ˦˨ ndau	mē˦˦˨chʸa˦ndau˦˦˨	swap tones
˨˩ ñāu ˨˦ kai ˦˥ bop	ñāu˨˩kai˨˦bop˦˥	swap tones
˨˩ māy ˦˥ bua ˨˦ ōi ˦˥ bo	māy˨˩bua˦˥ōi˨˦bo˦˥	swap tones
˨˦ na ˨˦ dä ˧ ñⁱ ˦˨ di	na˨˦dä˨˦ñⁱ˧di˦˨	swap tones
˨ na hi° da° (˦˨ tya)	da°hi°na˨	swap tones
˦˨ ña vä° dä° ˦˨ bä	dä°vä°ña˦˨bä˦˨	swap tones
ha ˧ neṅ ˨˩ tàṅ ˧ gū	haneṅ˧tàṅ˨˩gū˧	swap tones
˧ nin ˥˦ do° yaiᵏ ˥˦ tyà° ˧ mä	nin˧yaiᵏdo°˥˦tyà°˥˦mä˧	swap tones
˦ t’ā ˨ man ˦˨ yau ˨˦ tā	t’ā˦man˨yau˦˨tā˨˦	swap tones
˩˨ k’ui ˨˩ tä ˦ tsöṅ ˨ loi ˦˥ tā	k’ui˩˨tä˨˩tsöṅ˦loi˨tā˦˥	swap tones
˨˦ k’au ˦ tàk ˥˦ yeñ ˦˨ ạ̄	k’au˨˦tàk˦yeñ˥˦ạ̄˦˨	swap tones
˦˥ chuṅ ˦˥ no ˨˦ ˦˨ se ˦˥ dàñ	chuṅ˦˥no˦˥se˨˦˦˨dàñ˦˥	swap tones
˧ a ˨ wē = θī ˧ ka = dō ˨ lå	a˧θī=wē˨dō=ka˧lå˨	swap tones
˧ a ˧ wä ˥˦ θī ˧ ka ˧ do	a˧wä˧θī˥˦ka˧do˧	swap tones
˦ mbāǒ ˦ chʸa ˦ ˦˨ ndau	mbāǒ˦chʸa˦ndau˦˦˨	swap tones
˨˩ nān ˨˦ tsi ˨˦ kai ˦˥ bop	nān˨˩tsi˨˦kai˨˦bop˦˥	swap tones
˨˩ nin ˦˥ bua ˨˦ ōi ˦˥ bo	nin˨˩bua˦˥ōi˨˦bo˦˥	swap tones
˦ k’e ˨˦ še ˨˦ dä ˧ ñⁱ ˦˨ di	k’e˦še˨˦dä˨˦ñⁱ˧di˦˨	swap tones
˨ kö hi° da° (˦˨ tya)	da°hi°kö˨	swap tones
˨ ya vä° dä° ˦˨ bä	dä°vä°ya˨bä˦˨	swap tones
˧ θu ˥˦ do° yaiᵏ ˥˦ tyà° ˧ mä	θu˧yaiᵏdo°˥˦tyà°˥˦mä˧	swap tones
˥˦ ō māran-ge (or -de)	māran-geō˥˦	swap tones
˨˦ wå ˦˨ k’ü (or ˦˨ k’a)	wå˨˦k’ü˦˨	swap tones
˩˨ ṅå ˥˦ hui	ṅå˩˨hui˥˦	swap tones
˨˦ ch’àn ˧ pai	ch’àn˨˦pai˧	swap tones
˨˦ kau ˨˦ pai ˦˨ ạ̄	kau˨˦pai˨˦ạ̄˦˨	swap tones
˧ tōi ˧ di	tōi˧di˧	swap tones
˧ ya ˨˦ lē ˨ lå	ya˧lē˨˦lå˨	swap tones
˧ ya = lä = lå	lå=lä=ya˧	swap tones
˦˥ kō ˦ chʸeṅ ˦ mō	kō˦˥chʸeṅ˦mō˦	swap tones
˨˦ ya ˨˩ mu	ya˨˦mu˨˩	swap tones
˨˦ ya ˨˩ miñ	ya˨˦miñ˨˩	swap tones
˦˨ ṅa ˦˨ že	ṅa˦˨že˦˨	swap tones
˦˨ go ˦˨ li (˦˨ ša)	go˦˨li˦˨	swap tones
˦˨ ṅo ˦˨ yi ˦˨ to	ṅo˦˨yi˦˨to˦˨	swap tones
= ṅwà = yeᵃ ˧ lå	yeᵃ=ṅwà=lå˧	swap tones
˧ ṅā ˧ nàṅ ˧ mā	ṅā˧nàṅ˧mā˧	swap tones
ṅā ˨˩ šwā šañ	ṅāšañšwā˨˩	swap tones
˧ ṅā ˨˩ θwā ˧ dä	ṅā˧θwā˨˩dä˧	swap tones
˨˦ nī ˦˨ k’ü (or ˦˨ k’a)	nī˨˦k’ü˦˨	swap tones
˩˨ nä ˥˦ hui	nä˩˨hui˥˦	swap tones
˦˨ dān ˧ pai	dān˦˨pai˧	swap tones
˦˨ t’àn ˧ pai	t’àn˦˨pai˧	swap tones
˦ maụ ˨˦ pai ˦˨ ạ̄	maụ˦pai˨˦ạ̄˦˨	swap tones
˨˩ māy ˧ di	māy˨˩di˧	swap tones
˧ na ˨˦ lē ˨ lå	na˧lē˨˦lå˨	swap tones
˧ na = lä = lå	lå=lä=na˧	swap tones
˦˦˨ kāǒ ˦ chʸeṅ ˦ mō	kāǒ˦˦˨chʸeṅ˦mō˦	swap tones
˨˩ māy ˨˩ mu	māy˨˩mu˨˩	swap tones
˨˩ māy ˨˩ miñ	māy˨˩miñ˨˩	swap tones
˦˨ ñⁱ ˦˨ že	ñⁱ˦˨že˦˨	swap tones
˦˨ ni ˦˨ li (˦˨ ša)	ni˦˨li˦˨	swap tones
˦˨ ñi ˦˨ yi ˦˨ to	ñi˦˨yi˦˨to˦˨	swap tones
= nū = yeᵃ ˧ lå	yeᵃ=nū=lå˧	swap tones
˧ nàṅ ˧ nàṅ ˧ mā	nàṅ˧nàṅ˧mā˧	swap tones
naṅ ˨˩ šwā šañ	naṅšañšwā˨˩	swap tones
